#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
1662000      1.60e-01    1.67e-01      5.16e-03    9.15e-04      3.16e-02    3.49e-02    2.2e-05
1663000      7.95e-02    3.60e-01      2.31e-03    1.73e-03      1.59e-02    7.53e-02    2.2e-05
1664000      1.08e-01    9.48e-02      9.55e-04    7.94e-06      2.26e-02    1.98e-02    2.2e-05
1665000      1.46e-01    1.50e-01      1.39e-03    1.59e-03      3.06e-02    3.14e-02    2.2e-05
1666000      1.77e-01    1.08e-01      2.93e-03    1.31e-03      3.66e-02    2.24e-02    2.2e-05
1667000      7.66e-02    3.82e-01      7.84e-04    1.15e-03      1.60e-02    8.04e-02    2.2e-05
1668000      1.73e-01    2.65e-01      4.78e-04    1.44e-03      3.64e-02    5.57e-02    2.2e-05
1669000      1.00e-01    1.73e-01      1.16e-03    1.78e-03      2.10e-02    3.63e-02    2.2e-05
1670000      1.77e-01    8.04e-02      2.15e-03    7.89e-04      3.72e-02    1.69e-02    2.1e-05
1671000      5.63e-02    1.44e-01      1.63e-03    2.12e-03      1.14e-02    3.01e-02    2.1e-05
1672000      1.68e-01    7.82e-02      6.50e-04    2.12e-03      3.56e-02    1.59e-02    2.1e-05
1673000      1.01e-01    1.77e-01      1.32e-03    1.13e-03      2.11e-02    3.73e-02    2.1e-05
1674000      2.10e-01    1.56e-01      4.26e-03    4.01e-03      4.34e-02    3.18e-02    2.1e-05
1675000      7.41e-02    9.46e-02      1.03e-03    1.51e-03      1.56e-02    1.99e-02    2.1e-05
1676000      2.37e-01    9.78e-02      7.49e-04    2.98e-04      5.04e-02    2.08e-02    2.1e-05
1677000      1.73e-01    1.07e-01      3.03e-03    5.52e-05      3.61e-02    2.28e-02    2.1e-05
1678000      1.11e-01    2.80e-01      1.51e-03    4.55e-03      2.33e-02    5.87e-02    2.1e-05
1679000      1.40e-01    9.29e-02      9.20e-04    3.98e-04      2.98e-02    1.97e-02    2.1e-05
1680000      9.17e-02    1.65e-01      6.65e-04    4.70e-03      1.96e-02    3.37e-02    2.1e-05
1681000      4.13e-01    8.71e-02      6.04e-03    2.70e-03      8.73e-02    1.77e-02    2.1e-05
1682000      1.73e-01    7.80e-02      2.55e-04    1.62e-03      3.70e-02    1.63e-02    2.1e-05
1683000      1.85e-01    1.17e-01      1.75e-03    2.17e-03      3.93e-02    2.45e-02    2.1e-05
1684000      1.26e-01    1.15e-01      6.90e-04    1.26e-03      2.68e-02    2.45e-02    2.1e-05
1685000      3.33e-01    1.39e-01      6.39e-03    1.51e-03      7.03e-02    2.96e-02    2.1e-05
1686000      1.28e-01    1.51e-01      2.35e-03    9.66e-04      2.70e-02    3.25e-02    2.1e-05
1687000      2.41e-01    1.36e-01      5.49e-03    2.11e-04      5.03e-02    2.91e-02    2.1e-05
1688000      2.00e-01    7.13e-02      3.01e-04    3.15e-03      4.30e-02    1.37e-02    2.1e-05
1689000      1.02e-01    1.51e-01      1.49e-03    1.33e-03      2.16e-02    3.22e-02    2.1e-05
1690000      1.54e-01    4.42e-01      1.24e-05    8.90e-03      3.33e-02    9.35e-02    2.0e-05
1691000      2.55e-01    9.14e-02      8.88e-04    1.85e-03      5.51e-02    1.93e-02    2.0e-05
1692000      1.29e-01    1.58e-01      5.43e-04    3.86e-04      2.79e-02    3.42e-02    2.0e-05
1693000      5.56e-02    2.90e-01      5.01e-04    5.41e-03      1.20e-02    6.16e-02    2.0e-05
1694000      2.91e-01    1.48e-01      2.24e-03    1.82e-03      6.27e-02    3.17e-02    2.0e-05
1695000      9.84e-02    9.40e-02      7.27e-04    1.91e-04      2.13e-02    2.04e-02    2.0e-05
1696000      9.32e-02    1.45e-01      1.88e-03    1.44e-03      1.98e-02    3.14e-02    2.0e-05
1697000      2.30e-01    8.94e-02      2.22e-03    5.52e-04      4.98e-02    1.94e-02    2.0e-05
1698000      9.92e-02    1.13e-01      2.60e-04    1.30e-03      2.15e-02    2.44e-02    2.0e-05
1699000      2.19e-01    1.20e-01      5.65e-03    9.56e-04      4.59e-02    2.60e-02    2.0e-05
1700000      8.78e-02    1.51e-01      3.45e-04    2.26e-03      1.92e-02    3.26e-02    2.0e-05
1701000      1.08e-01    1.76e-01      1.69e-03    5.41e-04      2.34e-02    3.83e-02    2.0e-05
1702000      1.26e-01    8.18e-02      1.17e-03    1.27e-03      2.74e-02    1.77e-02    2.0e-05
1703000      1.71e-01    6.31e-02      3.95e-04    5.58e-04      3.74e-02    1.37e-02    2.0e-05
1704000      2.16e-01    1.27e-01      5.14e-03    2.36e-03      4.58e-02    2.72e-02    2.0e-05
1705000      7.91e-02    1.38e-01      1.35e-04    1.12e-03      1.74e-02    3.03e-02    2.0e-05
1706000      1.36e-01    6.36e-02      2.05e-03    3.53e-03      2.95e-02    1.15e-02    2.0e-05
1707000      1.15e-01    8.54e-02      1.52e-03    3.29e-03      2.49e-02    1.72e-02    2.0e-05
1708000      8.76e-02    4.23e-02      5.71e-04    7.13e-04      1.92e-02    9.15e-03    2.0e-05
1709000      1.47e-01    1.82e-01      4.21e-03    7.49e-03      3.09e-02    3.62e-02    2.0e-05
1710000      5.12e-01    1.18e-01      1.01e-02    1.31e-03      1.11e-01    2.60e-02    1.9e-05
1711000      1.01e-01    6.53e-02      1.82e-03    1.85e-03      2.20e-02    1.38e-02    1.9e-05
1712000      2.11e-01    1.90e-01      2.60e-03    1.33e-03      4.62e-02    4.19e-02    1.9e-05
1713000      1.56e-01    8.38e-02      1.18e-03    2.21e-04      3.43e-02    1.85e-02    1.9e-05
1714000      9.20e-02    1.58e-01      1.68e-03    3.63e-03      2.00e-02    3.39e-02    1.9e-05
1715000      1.03e-01    1.79e-01      8.37e-04    1.90e-03      2.27e-02    3.95e-02    1.9e-05
1716000      1.12e-01    1.20e-01      5.42e-03    3.11e-03      2.15e-02    2.57e-02    1.9e-05
1717000      1.34e-01    1.69e-01      1.25e-03    1.07e-03      2.97e-02    3.74e-02    1.9e-05
1718000      1.70e-01    8.55e-02      1.60e-03    5.78e-03      3.76e-02    1.37e-02    1.9e-05
1719000      9.77e-02    1.82e-01      9.62e-04    2.28e-03      2.16e-02    4.00e-02    1.9e-05
1720000      8.75e-02    1.23e-01      1.18e-03    3.25e-05      1.94e-02    2.75e-02    1.9e-05
1721000      1.19e-01    1.99e-01      1.98e-03    1.97e-03      2.62e-02    4.41e-02    1.9e-05
1722000      1.24e-01    1.13e-01      3.48e-04    1.30e-03      2.77e-02    2.51e-02    1.9e-05
1723000      6.58e-02    1.08e-01      1.45e-03    1.32e-03      1.43e-02    2.39e-02    1.9e-05
1724000      1.14e-01    1.28e-01      1.92e-04    1.16e-03      2.55e-02    2.84e-02    1.9e-05
1725000      1.80e-01    9.59e-02      2.72e-04    1.13e-03      4.04e-02    2.14e-02    1.9e-05
1726000      4.27e-01    1.72e-01      8.24e-03    1.38e-03      9.40e-02    3.85e-02    1.9e-05
1727000      1.99e-01    1.75e-01      3.92e-03    1.65e-03      4.37e-02    3.92e-02    1.9e-05
1728000      9.81e-02    5.64e-02      1.34e-03    2.86e-05      2.18e-02    1.27e-02    1.9e-05
1729000      1.68e-01    1.06e-01      9.84e-04    4.63e-04      3.76e-02    2.37e-02    1.9e-05
1730000      4.98e-02    9.21e-02      1.17e-03    1.33e-03      1.09e-02    2.06e-02    1.9e-05
1731000      4.00e-01    7.46e-02      9.21e-03    1.77e-05      8.79e-02    1.69e-02    1.9e-05
1732000      9.42e-02    7.32e-02      1.31e-03    2.03e-03      2.11e-02    1.58e-02    1.9e-05
1733000      2.62e-01    1.15e-01      2.58e-03    1.29e-03      5.89e-02    2.57e-02    1.9e-05
1734000      6.70e-02    8.05e-02      1.26e-03    5.90e-04      1.49e-02    1.81e-02    1.9e-05
1735000      1.22e-01    1.55e-01      4.61e-04    2.53e-04      2.77e-02    3.52e-02    1.8e-05
1736000      5.92e-02    1.69e-01      2.72e-03    1.25e-03      1.18e-02    3.83e-02    1.8e-05
1737000      1.55e-01    1.42e-01      3.71e-03    1.69e-03      3.40e-02    3.19e-02    1.8e-05
1738000      9.97e-02    9.24e-02      5.42e-03    1.92e-03      1.88e-02    2.05e-02    1.8e-05
1739000      9.51e-02    1.41e-01      2.04e-03    1.62e-03      2.11e-02    3.17e-02    1.8e-05
1740000      1.24e-01    5.73e-02      5.41e-04    1.18e-03      2.83e-02    1.28e-02    1.8e-05
1741000      2.19e-01    1.54e-01      2.65e-03    3.18e-03      4.95e-02    3.43e-02    1.8e-05
1742000      1.36e-01    8.96e-02      5.08e-03    3.00e-03      2.88e-02    1.92e-02    1.8e-05
1743000      1.18e-01    8.17e-02      1.29e-04    1.01e-03      2.70e-02    1.85e-02    1.8e-05
1744000      1.67e-01    1.65e-01      9.77e-04    1.03e-04      3.81e-02    3.77e-02    1.8e-05
1745000      2.22e-01    1.11e-01      2.56e-03    1.82e-04      5.07e-02    2.54e-02    1.8e-05
1746000      1.00e-01    8.86e-02      3.21e-04    2.96e-04      2.30e-02    2.03e-02    1.8e-05
1747000      1.61e-01    1.48e-01      6.52e-04    1.47e-03      3.70e-02    3.37e-02    1.8e-05
1748000      2.44e-01    8.36e-02      5.69e-03    2.09e-03      5.43e-02    1.85e-02    1.8e-05
1749000      1.84e-01    2.98e-01      2.04e-03    9.08e-03      4.20e-02    6.50e-02    1.8e-05
1750000      1.34e-01    1.88e-01      9.09e-05    1.64e-04      3.10e-02    4.34e-02    1.8e-05
1751000      2.92e-01    3.03e-01      1.57e-03    1.79e-03      6.73e-02    6.98e-02    1.8e-05
1752000      1.28e-01    8.80e-02      3.38e-04    5.78e-04      2.97e-02    2.03e-02    1.8e-05
1753000      1.25e-01    1.12e-01      1.88e-04    7.35e-03      2.89e-02    1.90e-02    1.8e-05
1754000      8.02e-02    7.70e-02      1.41e-03    6.68e-04      1.82e-02    1.77e-02    1.8e-05
1755000      9.68e-02    2.93e-01      2.22e-03    5.32e-03      2.18e-02    6.69e-02    1.8e-05
1756000      2.08e-01    5.66e-02      7.27e-03    2.62e-03      4.51e-02    1.16e-02    1.8e-05
1757000      5.97e-02    6.55e-02      9.63e-05    3.33e-05      1.38e-02    1.52e-02    1.8e-05
1758000      1.46e-01    2.13e-01      6.82e-05    2.56e-03      3.40e-02    4.90e-02    1.8e-05
1759000      9.70e-02    1.51e-01      2.38e-03    6.56e-04      2.18e-02    3.51e-02    1.8e-05
1760000      8.96e-02    2.07e-01      2.40e-03    2.73e-03      2.01e-02    4.80e-02    1.7e-05
1761000      2.00e-01    1.77e-01      2.38e-03    6.26e-04      4.64e-02    4.13e-02    1.7e-05
1762000      1.29e-01    1.21e-01      3.04e-03    1.44e-03      2.91e-02    2.81e-02    1.7e-05
1763000      3.17e-01    1.66e-01      1.42e-03    7.94e-04      7.38e-02    3.88e-02    1.7e-05
1764000      1.44e-01    2.32e-01      7.73e-04    4.73e-03      3.35e-02    5.29e-02    1.7e-05
1765000      1.04e-01    8.11e-02      5.16e-04    2.13e-03      2.44e-02    1.83e-02    1.7e-05
1766000      4.88e-02    8.63e-02      7.33e-04    2.31e-04      1.13e-02    2.02e-02    1.7e-05
1767000      1.60e-01    7.83e-02      6.29e-05    2.31e-03      3.75e-02    1.75e-02    1.7e-05
1768000      1.36e-01    1.43e-01      5.59e-04    4.13e-03      3.19e-02    3.20e-02    1.7e-05
1769000      9.46e-02    7.86e-02      1.54e-03    1.44e-03      2.19e-02    1.81e-02    1.7e-05
1770000      1.90e-01    8.51e-02      2.83e-03    1.59e-03      4.44e-02    1.97e-02    1.7e-05
1771000      2.62e-01    1.20e-01      5.69e-03    1.08e-03      6.03e-02    2.83e-02    1.7e-05
1772000      9.76e-02    1.32e-01      1.65e-04    2.90e-03      2.30e-02    3.03e-02    1.7e-05
1773000      3.30e-02    7.47e-02      1.19e-03    2.68e-04      7.23e-03    1.76e-02    1.7e-05
1774000      1.64e-01    2.60e-01      9.78e-04    1.96e-03      3.86e-02    6.12e-02    1.7e-05
1775000      1.31e-01    1.09e-01      1.63e-03    2.38e-03      3.09e-02    2.52e-02    1.7e-05
1776000      6.07e-02    1.04e-01      1.18e-03    8.75e-05      1.41e-02    2.46e-02    1.7e-05
1777000      6.56e-02    9.83e-02      3.18e-04    1.47e-03      1.55e-02    2.30e-02    1.7e-05
1778000      1.11e-01    1.15e-01      3.08e-04    1.58e-04      2.63e-02    2.74e-02    1.7e-05
1779000      1.41e-01    8.75e-02      3.19e-03    7.85e-04      3.25e-02    2.07e-02    1.7e-05
1780000      2.91e-01    2.09e-01      8.11e-04    2.19e-03      6.94e-02    4.95e-02    1.7e-05
1781000      1.33e-01    3.93e-02      7.24e-04    1.36e-05      3.16e-02    9.37e-03    1.7e-05
1782000      1.35e-01    9.24e-02      3.22e-03    1.85e-03      3.12e-02    2.16e-02    1.7e-05
1783000      9.60e-02    7.20e-02      9.44e-04    6.28e-04      2.28e-02    1.71e-02    1.7e-05
1784000      1.65e-01    6.99e-02      2.28e-03    3.06e-03      3.89e-02    1.49e-02    1.7e-05
1785000      8.74e-02    1.29e-01      5.93e-04    2.13e-03      2.09e-02    3.05e-02    1.6e-05
1786000      9.86e-02    1.49e-01      1.48e-03    2.75e-03      2.34e-02    3.51e-02    1.6e-05
1787000      9.25e-02    4.07e-01      7.86e-04    9.49e-03      2.21e-02    9.46e-02    1.6e-05
1788000      8.70e-02    7.97e-02      7.72e-04    5.33e-04      2.08e-02    1.91e-02    1.6e-05
1789000      1.21e-01    8.31e-02      9.46e-04    4.15e-04      2.88e-02    1.99e-02    1.6e-05
1790000      8.42e-02    1.36e-01      2.46e-03    2.74e-03      1.94e-02    3.20e-02    1.6e-05
1791000      9.47e-02    2.25e-01      1.41e-03    8.00e-03      2.26e-02    5.06e-02    1.6e-05
1792000      1.33e-01    2.28e-01      4.68e-04    3.63e-03      3.20e-02    5.42e-02    1.6e-05
1793000      7.90e-02    1.53e-01      1.19e-04    4.55e-03      1.90e-02    3.51e-02    1.6e-05
1794000      8.89e-02    1.60e-01      9.99e-04    3.18e-04      2.13e-02    3.86e-02    1.6e-05
1795000      9.54e-02    3.65e-02      9.94e-04    4.99e-04      2.30e-02    8.76e-03    1.6e-05
1796000      1.59e-01    1.67e-01      2.46e-03    2.15e-03      3.80e-02    4.02e-02    1.6e-05
1797000      1.28e-01    7.47e-02      2.90e-03    2.67e-05      3.01e-02    1.81e-02    1.6e-05
1798000      2.21e-01    1.13e-01      6.35e-03    1.97e-04      5.13e-02    2.74e-02    1.6e-05
1799000      1.55e-01    8.94e-02      2.18e-03    2.64e-03      3.72e-02    2.06e-02    1.6e-05
1800000      2.19e-01    7.76e-02      5.36e-03    1.99e-03      5.15e-02    1.82e-02    1.6e-05
1801000      2.22e-01    6.16e-02      1.56e-02    7.70e-04      3.71e-02    1.49e-02    1.6e-05
1802000      1.14e-01    7.80e-02      3.07e-03    3.22e-03      2.66e-02    1.72e-02    1.6e-05
1803000      3.06e-01    1.89e-01      3.59e-03    1.03e-03      7.40e-02    4.60e-02    1.6e-05
1804000      9.07e-02    1.13e-01      1.50e-03    4.41e-03      2.18e-02    2.53e-02    1.6e-05
1805000      8.73e-02    1.26e-01      1.33e-03    9.39e-04      2.11e-02    3.07e-02    1.6e-05
1806000      6.77e-02    1.41e-01      4.89e-03    2.38e-03      1.11e-02    3.39e-02    1.6e-05
1807000      1.44e-01    1.18e-01      1.67e-03    5.65e-03      3.50e-02    2.51e-02    1.6e-05
1808000      7.88e-02    9.62e-02      2.69e-03    1.77e-03      1.81e-02    2.32e-02    1.6e-05
1809000      1.43e-01    1.97e-01      1.18e-03    8.04e-04      3.48e-02    4.81e-02    1.6e-05
1810000      1.14e-01    9.45e-02      1.24e-03    4.66e-04      2.79e-02    2.33e-02    1.5e-05
1811000      5.82e-02    1.05e-01      1.36e-04    2.33e-03      1.43e-02    2.53e-02    1.5e-05
1812000      7.48e-02    1.54e-01      2.52e-05    3.32e-03      1.84e-02    3.71e-02    1.5e-05
1813000      3.72e-01    1.20e-01      9.44e-03    2.48e-03      8.86e-02    2.89e-02    1.5e-05
1814000      2.01e-01    2.00e-01      1.10e-03    3.67e-03      4.96e-02    4.84e-02    1.5e-05
1815000      1.11e-01    1.53e-01      9.39e-04    1.11e-03      2.74e-02    3.77e-02    1.5e-05
1816000      5.76e-02    1.13e-01      2.32e-03    2.72e-03      1.30e-02    2.72e-02    1.5e-05
1817000      1.75e-01    1.07e-01      9.16e-04    2.81e-03      4.33e-02    2.55e-02    1.5e-05
1818000      6.28e-02    1.29e-01      1.07e-03    9.07e-04      1.53e-02    3.18e-02    1.5e-05
1819000      7.16e-02    2.10e-01      1.45e-03    1.32e-03      1.73e-02    5.18e-02    1.5e-05
1820000      8.39e-02    2.06e-01      1.59e-03    1.06e-03      2.05e-02    5.12e-02    1.5e-05
1821000      7.67e-02    1.35e-01      1.71e-03    7.78e-04      1.86e-02    3.35e-02    1.5e-05
1822000      1.02e-01    2.54e-01      3.86e-03    2.82e-03      2.33e-02    6.30e-02    1.5e-05
1823000      2.05e-01    1.64e-01      1.42e-02    3.91e-04      3.59e-02    4.09e-02    1.5e-05
1824000      1.96e-01    8.36e-02      2.92e-03    8.78e-04      4.83e-02    2.07e-02    1.5e-05
1825000      1.26e-01    1.36e-01      1.64e-03    1.03e-04      3.12e-02    3.41e-02    1.5e-05
1826000      1.26e-01    1.11e-01      1.56e-03    2.27e-03      3.13e-02    2.72e-02    1.5e-05
1827000      8.04e-02    1.29e-01      1.92e-03    1.11e-03      1.95e-02    3.21e-02    1.5e-05
1828000      1.74e-01    1.02e-01      1.92e-03    1.46e-03      4.34e-02    2.53e-02    1.5e-05
1829000      1.59e-01    9.88e-02      1.09e-03    1.61e-03      3.96e-02    2.44e-02    1.5e-05
1830000      2.57e-01    1.01e-01      6.11e-03    1.04e-04      6.28e-02    2.55e-02    1.5e-05
1831000      8.87e-02    7.12e-02      9.56e-04    8.43e-05      2.22e-02    1.79e-02    1.5e-05
1832000      1.71e-01    7.90e-02      2.09e-03    1.09e-03      4.27e-02    1.97e-02    1.5e-05
1833000      9.79e-02    1.30e-01      8.86e-04    4.78e-03      2.45e-02    3.02e-02    1.5e-05
1834000      2.57e-01    1.55e-01      6.61e-03    1.48e-03      6.23e-02    3.88e-02    1.5e-05
1835000      1.57e-01    1.56e-01      7.48e-04    5.92e-03      3.97e-02    3.64e-02    1.5e-05
1836000      1.46e-01    1.07e-01      1.05e-04    4.21e-04      3.70e-02    2.71e-02    1.5e-05
1837000      1.06e-01    1.17e-01      1.09e-03    1.10e-03      2.67e-02    2.95e-02    1.5e-05
1838000      6.20e-02    1.23e-01      1.51e-03    2.01e-03      1.52e-02    3.06e-02    1.5e-05
1839000      1.23e-01    7.60e-02      1.96e-03    1.25e-03      3.06e-02    1.90e-02    1.5e-05
1840000      7.04e-02    6.09e-02      4.13e-04    1.13e-03      1.79e-02    1.52e-02    1.4e-05
1841000      3.13e-01    1.18e-01      9.65e-03    1.97e-03      7.55e-02    2.97e-02    1.4e-05
1842000      1.06e-01    8.33e-02      1.34e-03    2.11e-03      2.67e-02    2.05e-02    1.4e-05
1843000      1.74e-01    7.55e-02      8.06e-04    8.13e-04      4.42e-02    1.91e-02    1.4e-05
1844000      7.77e-02    1.43e-01      2.20e-04    3.54e-04      1.98e-02    3.65e-02    1.4e-05
1845000      1.01e-01    1.03e-01      1.91e-04    1.22e-03      2.59e-02    2.63e-02    1.4e-05
1846000      4.54e-02    1.16e-01      1.69e-03    3.87e-03      1.07e-02    2.77e-02    1.4e-05
1847000      2.08e-01    9.96e-02      5.99e-04    2.04e-04      5.31e-02    2.55e-02    1.4e-05
1848000      1.20e-01    9.71e-02      3.46e-04    8.21e-04      3.07e-02    2.47e-02    1.4e-05
1849000      8.47e-02    2.06e-01      3.06e-04    9.22e-04      2.17e-02    5.26e-02    1.4e-05
1850000      9.30e-02    1.67e-01      1.69e-03    2.19e-03      2.35e-02    4.24e-02    1.4e-05
1851000      1.12e-01    1.33e-01      6.83e-04    1.73e-03      2.88e-02    3.40e-02    1.4e-05
1852000      9.13e-02    1.09e-01      7.55e-04    1.22e-03      2.34e-02    2.79e-02    1.4e-05
1853000      9.01e-02    1.04e-01      1.16e-03    4.23e-05      2.30e-02    2.67e-02    1.4e-05
1854000      1.73e-01    5.98e-02      7.87e-03    3.30e-04      3.92e-02    1.54e-02    1.4e-05
1855000      3.74e-02    1.82e-01      1.19e-03    2.49e-03      9.14e-03    4.67e-02    1.4e-05
1856000      8.77e-02    1.00e-01      2.14e-03    1.07e-03      2.20e-02    2.58e-02    1.4e-05
1857000      1.17e-01    5.24e-02      1.42e-03    1.43e-03      3.00e-02    1.30e-02    1.4e-05
1858000      8.20e-02    1.37e-01      9.16e-04    3.99e-03      2.11e-02    3.38e-02    1.4e-05
1859000      1.23e-01    4.72e-02      1.68e-03    4.79e-04      3.14e-02    1.21e-02    1.4e-05
1860000      9.78e-02    1.20e-01      1.32e-04    3.17e-03      2.54e-02    3.01e-02    1.4e-05
1861000      8.19e-02    8.16e-02      2.80e-04    5.89e-04      2.13e-02    2.12e-02    1.4e-05
1862000      2.01e-01    6.58e-02      1.13e-03    1.74e-04      5.22e-02    1.71e-02    1.4e-05
1863000      7.55e-02    1.25e-01      2.84e-05    2.16e-03      1.96e-02    3.21e-02    1.4e-05
