site,energy
0,1.0661810886709873
2,0.9157044454585804
0,1.250182417280825
2,0.4430942426461391
0,1.202730850525995
1,1.1505355966705786
1,0.8078835070613763
0,1.118219067378732
0,0.5198587797866594
1,0.5733658507574654
0,0.7742428152771472
1,1.3663895961280428
1,0.9399124259588794
1,1.5426526470358208
1,1.1195480218059988
2,0.2078180802871538
1,1.398704586110966
1,1.2595991562354245
2,0.5388785531573475
1,0.9550265905496076
2,0.6722429880696204
1,1.3501852495284083
0,0.846230643277921
0,1.1877088265562747
1,0.9519847032842113
0,1.1813988721635242
2,0.9590110733684588
1,1.0992019061288252
1,1.498710399303434
0,2.162224288784782
0,1.0614462702923222
2,1.077865218910688
1,0.6836551968011682
1,1.2464273786693516
0,0.7168177065245231
0,0.3816444981424171
2,0.9010171433038752
0,1.4006107625552895
0,1.6113369572353775
0,1.3635697492559875
1,1.501229385051886
0,0.974901304678384
1,0.6358425800929678
2,0.6761232539463435
0,1.0278216239889844
0,1.5358104111693924
0,1.0703526590676242
0,1.5400308759038808
0,1.7924209771961164
0,1.004513743031396
0,1.5097179888812216
0,1.5197985831595693
0,1.1482731573884752
2,0.7324722904805869
1,0.6203370673562745
2,0.8370020364811805
0,0.8859578197370865
1,1.26570237186678
0,0.6355797496368045
0,1.3710002369895742
0,0.8593066529210776
1,1.2810023718654993
0,1.2097576655337452
2,0.8295949519766996
0,0.4149918285712035
1,0.7088291962974727
0,1.163356354262306
1,0.851001952055128
2,0.328975941000749
0,0.9308355678695096
0,0.8811502753686681
0,0.6426132090376209
1,0.8107008364690954
0,0.7378893442061667
2,0.778179292438949
0,1.3764221837067785
0,0.7244557106447473
1,1.0067752479732237
0,1.7675408741807832
0,0.8279786673480767
0,1.1176075997494754
1,0.7301165073201463
1,1.1978918343583582
0,1.191250042384695
2,1.3156886647773265
0,0.7076109522838563
0,1.428710615150239
1,1.0153471138426071
1,0.9242786152678945
0,1.2046919529951192
0,1.633413481150452
1,0.7214190103120421
0,1.1094629729960843
2,0.4295418705101501
1,1.086307985625638
1,0.5602062364213216
0,1.9977416160599564
2,1.3376088102542107
0,0.5776772338313259
2,0.6993114326635345
2,0.5927997845338377
0,1.1715945788726003
1,0.9033243984927142
2,0.5089460589798749
0,0.8922699080963525
1,0.8887682862679755
2,0.2444804808508256
1,0.9658037068739986
0,0.9804311134500372
0,1.305190679025487
0,0.9038290375777348
0,1.133752452807698
0,0.5991751208122199
1,1.5786654630650228
2,0.806546440666521
0,0.6296553438359642
0,1.271269656649224
1,1.1898890958697166
1,0.6832998279676872
2,1.0209366641864228
0,2.050901710849189
0,0.6332618991247612
0,1.7070253314307129
0,1.2324905026143815
0,1.345997591195669
0,0.3996992184282247
0,0.5137743529645045
1,1.0138519236835464
1,1.2245806570443856
0,0.7380979332869513
0,1.023817800625637
2,0.5148380391036972
0,0.7073454840655695
0,0.5021642043223071
1,1.3222478015930523
0,1.3312218800887772
0,1.3228687086191822
1,0.6175497718836598
0,1.1183043400571362
0,1.085754921675686
1,0.9050106717663188
0,1.5420578734036212
0,0.6226251883189775
0,1.274443022986758
0,0.9663629584611622
1,1.1953961631546113
0,1.4526318900221913
1,1.9952352217654843
0,1.089233653787291
1,0.6935437733669687
0,0.8894936149454788
0,0.9818249774045282
2,0.6046019942345421
0,0.8742082195747107
1,1.204134016158719
0,1.155182487750494
1,0.6037317274563065
0,1.257543239663505
2,0.4345567576168774
0,0.7827258196606972
2,1.0217276821434484
0,1.3811813484431346
1,1.118758181800331
1,0.5697124924744794
0,0.7776323262700657
1,0.4538920199490233
1,0.9867100810478168
0,0.6670835773896884
0,1.2151261455703093
0,1.1886271331280245
1,1.5185133835504407
1,1.2859628125744955
1,0.9833156511366504
1,0.5349606585640212
1,1.6455063934494696
1,0.953646953578186
2,0.2811236097729759
0,1.2189993699695378
1,0.9149192512668374
2,1.886881982448413
0,1.0165823177065365
0,1.1815008972354244
1,0.5555523165026834
2,0.7872837937317624
0,2.238937216882105
0,0.7594749407292624
0,1.0735759396475828
1,1.29237801092904
0,1.4678759253777676
0,0.7374563926620676
1,1.0417780852312712
0,0.8869435975882434
1,0.7590969249969247
0,1.0781595080624131
2,0.6205106811898987
0,0.5922754483542567
1,0.7792999105524242
0,1.2840990022541536
0,1.0982428092515866
0,0.7139002829912896
2,0.8338248260728277
2,0.7288239986422013
1,1.4665419614848352
0,0.4399984023975212
1,0.8534613857943336
1,1.5491362946383456
1,0.8174459821405544
1,1.0284405066811928
1,0.7962614289385217
0,0.7297604970065095
0,1.2065047342538835
1,0.5954207963561131
0,1.28852594521618
1,1.0927602762229756
0,1.3512645630968318
0,1.261727049485387
2,1.149320494590711
2,0.8050877377870205
2,0.5493087097283413
2,0.384401573538971
0,1.1979858659021296
1,1.3061346022406617
1,1.3485666325187815
2,0.5835276597096226
2,0.5521844702213814
1,1.3166125812751377
1,0.8721354654729228
0,0.8863003791630042
0,1.400405182915847
0,1.7661005258904066
0,1.842332774929277
0,1.22657616541278
1,1.0057257891424456
0,1.0392779622790158
2,0.7208995489855534
1,0.6631665082357305
0,1.1469328155245078
2,0.397835422400931
1,1.7166818831071833
0,0.5004713060122867
0,1.170505724714701
0,0.3342866417418016
0,0.8253533420150347
0,0.9389811464463376
1,0.708143356098446
1,1.5627118777535438
0,1.1474454475435332
0,0.8056065403882253
0,1.5941096650368527
0,0.8698007574787424
2,0.362846172315926
2,0.5660282693103795
1,1.0750533761610068
1,1.347742235158876
2,1.3945089172314058
0,1.0150482751238885
2,0.7789684013498555
2,0.5158851834679012
1,0.8404106318315597
0,0.7065063213921552
1,1.177422302031801
0,0.9549722304273024
0,1.313617008753055
1,0.4498077974241141
0,0.4880897761734104
0,0.6944700049115831
0,0.7662157386229187
2,0.9066637085250422
0,0.950962516336176
0,0.4854262199901562
0,1.1202032557487769
1,0.5068841569652687
0,0.6068407476570319
0,1.1582080465562958
1,1.374299719289354
0,0.9430880649653056
1,1.207035583696495
0,1.1549301731515698
1,0.783098126994503
0,1.105958056053964
0,1.471743406350127
1,0.7470913338309516
1,1.0780796765106977
0,0.8958523224073359
2,1.1959493354935375
0,1.529491413558672
2,0.4615620279543009
0,0.8935140082812723
1,1.7683836822290564
2,0.5694861852949205
1,1.017460064268675
0,1.330601773442195
1,1.1481231105108796
0,1.593400279477918
0,0.9965699427980316
1,0.9287340572136036
0,1.6018868999184992
1,0.9256366082013296
2,0.6395480418996375
2,0.4858887696163948
2,1.4019892227526602
0,0.9243786578971368
0,1.002218241349738
0,1.2283430572060756
2,0.6398401517488992
0,1.413763174193206
0,0.9351552907385798
0,0.6823721590261018
0,1.659116323714103
0,0.9846001381292248
0,1.1330528200965082
2,0.8236487142511917
0,1.277310771188866
2,0.3783088466739008
0,0.884552389723126
0,0.7579701769003581
0,0.4913266768399466
0,1.4281687402295802
0,1.1716335025299154
1,0.7676585300352485
0,0.595619703473572
0,0.6383514329907602
0,2.2576722281066264
0,0.88290974559186
0,0.9396209346814456
0,1.5564000189811509
2,0.8718570483152162
0,1.161477095132625
1,0.8414963329902894
0,1.291158600473978
1,0.9835429215766568
0,1.3802964796469173
0,1.1936691565607025
0,0.9751463877523756
1,1.03126939981928
1,1.446035009037986
1,1.1990745277188353
0,1.3756828019105567
0,0.980332017818057
0,1.1394571620593863
0,0.8899906999180853
2,0.4578560364378174
2,0.754499291432355
0,0.9664230097582164
0,0.758807394119799
2,1.2030460481337852
1,1.0491648202886386
0,1.7610087074131666
2,1.2299920260438737
1,1.07211510411895
0,1.434185790825722
2,0.9313886304372464
1,0.5916451637691011
0,0.8334561190648628
0,0.9294226057911604
0,0.7001028748393887
0,1.545175174023996
0,0.8952104166053223
0,1.6882762653465873
0,0.9583006907885764
1,1.0244370635667797
1,0.4638727956915432
1,0.5231859464467448
1,0.991103529501459
1,0.9231691500611984
1,0.5482757646622103
0,0.9596286842854054
1,0.9807100443085236
1,1.4568874458008183
0,0.6102127207713584
2,0.4493067391878848
0,1.075480593266207
0,0.8901904063585561
2,1.2668218144501675
0,0.9239254510218816
2,0.5225423090484662
0,1.257089885408277
0,1.040390783391103
0,0.8184882710372681
1,0.7537421215498056
0,1.6521026979717697
0,1.7346641870139976
2,1.000186058644886
2,0.0493357885712271
0,1.1507440115472587
1,1.014588508324721
1,0.9337850339268814
1,1.1704764910791712
0,0.5473818658202277
1,1.1960794864345416
1,0.8220469359113168
