1.000000000000000000e+02,-3.333333333333331483e-01
2.000000000000000000e+02,-3.333333333333331483e-01
3.000000000000000000e+02,-3.333333333333331483e-01
4.000000000000000000e+02,-3.333333333333331483e-01
5.000000000000000000e+02,-3.333333333333331483e-01
6.000000000000000000e+02,-3.333333333333331483e-01
7.000000000000000000e+02,-3.333333333333331483e-01
8.000000000000000000e+02,-3.333333333333331483e-01
8.200000000000000000e+02,-3.333333333333331483e-01
8.400000000000000000e+02,-3.333333333333331483e-01
8.600000000000000000e+02,-3.333333333333331483e-01
8.800000000000000000e+02,-3.333333333333331483e-01
9.000000000000000000e+02,-3.333333333333331483e-01
9.200000000000000000e+02,-3.333333333333331483e-01
9.400000000000000000e+02,-3.333333333333331483e-01
9.600000000000000000e+02,-3.333333333333331483e-01
9.800000000000000000e+02,-3.333333333333331483e-01
1.000000000000000000e+03,-3.333333333333331483e-01
1.020000000000000000e+03,-3.333333333333331483e-01
1.040000000000000000e+03,-3.333333333333331483e-01
1.060000000000000000e+03,-3.333333333333331483e-01
1.080000000000000000e+03,-3.333333333333331483e-01
1.100000000000000000e+03,-3.148148148148147696e-01
1.120000000000000000e+03,-3.333333333333331483e-01
1.140000000000000000e+03,-3.086419753086420137e-01
1.160000000000000000e+03,-3.086419753086419582e-01
1.180000000000000000e+03,-3.148148148148147696e-01
1.200000000000000000e+03,-3.148148148148147696e-01
1.300000000000000000e+03,-2.345679012345678882e-01
1.400000000000000000e+03,-2.654320987654321118e-01
1.500000000000000000e+03,-2.283950617283950490e-01
1.600000000000000000e+03,-1.975308641975308810e-01
1.700000000000000000e+03,-1.604938271604937905e-01
1.800000000000000000e+03,-1.543209876543209791e-01
1.900000000000000000e+03,-1.790123456790123357e-01
2.000000000000000000e+03,-1.604938271604938183e-01
