1.000000000000000000e+02,-4.320987654320990190e-02
2.000000000000000000e+02,-4.938271604938275494e-02
3.000000000000000000e+02,-3.703703703703706968e-02
4.000000000000000000e+02,-3.703703703703707661e-02
5.000000000000000000e+02,-4.938271604938274800e-02
6.000000000000000000e+02,-4.938271604938275494e-02
7.000000000000000000e+02,-4.938271604938274106e-02
8.000000000000000000e+02,-6.172839506172844021e-02
9.000000000000000000e+02,-4.938271604938274800e-02
1.000000000000000000e+03,-5.555555555555558717e-02
1.100000000000000000e+03,-3.086419753086420970e-02
1.200000000000000000e+03,-3.086419753086421663e-02
1.300000000000000000e+03,-1.851851851851855219e-02
1.400000000000000000e+03,-4.938271604938274106e-02
1.500000000000000000e+03,-3.703703703703705580e-02
1.600000000000000000e+03,-4.938271604938272025e-02
1.700000000000000000e+03,-3.703703703703706274e-02
1.800000000000000000e+03,-9.259259259259258745e-02
1.900000000000000000e+03,-7.407407407407406996e-02
2.000000000000000000e+03,-6.790123456790125855e-02
