1.000000000000000000e+02,-1.234567901234570261e-02
2.000000000000000000e+02,-1.234567901234570782e-02
3.000000000000000000e+02,-3.703703703703705580e-02
4.000000000000000000e+02,-2.055968564120660146e-17
5.000000000000000000e+02,-2.055968564120660146e-17
6.000000000000000000e+02,-1.234567901234570088e-02
7.000000000000000000e+02,-3.703703703703705580e-02
8.000000000000000000e+02,6.172839506172826153e-03
9.000000000000000000e+02,-2.469135802469138441e-02
1.000000000000000000e+03,-1.851851851851854178e-02
1.100000000000000000e+03,-3.703703703703706968e-02
1.200000000000000000e+03,-6.172839506172860848e-03
1.300000000000000000e+03,-1.851851851851853484e-02
1.400000000000000000e+03,-2.469135802469137400e-02
1.500000000000000000e+03,-6.172839506172848704e-03
1.600000000000000000e+03,-4.938271604938275494e-02
1.700000000000000000e+03,-3.703703703703706274e-02
1.800000000000000000e+03,-4.938271604938271331e-02
1.900000000000000000e+03,-1.234567901234569220e-02
2.000000000000000000e+03,-4.320987654320989496e-02
