1.000000000000000000e+02,-3.703703703703706968e-02
2.000000000000000000e+02,-3.086419753086423745e-02
3.000000000000000000e+02,-3.086419753086422704e-02
4.000000000000000000e+02,-3.703703703703705580e-02
5.000000000000000000e+02,-3.086419753086422357e-02
6.000000000000000000e+02,-2.469135802469138441e-02
7.000000000000000000e+02,-3.086419753086422357e-02
8.000000000000000000e+02,-3.086419753086422357e-02
9.000000000000000000e+02,-3.086419753086422010e-02
1.000000000000000000e+03,-2.469135802469137747e-02
1.100000000000000000e+03,-2.469135802469137747e-02
1.200000000000000000e+03,-2.469135802469137400e-02
1.300000000000000000e+03,-1.234567901234570782e-02
1.400000000000000000e+03,-3.086419753086422010e-02
1.500000000000000000e+03,-1.234567901234570435e-02
1.600000000000000000e+03,-4.938271604938274800e-02
1.700000000000000000e+03,-4.938271604938274800e-02
1.800000000000000000e+03,-2.469135802469137400e-02
1.900000000000000000e+03,-6.790123456790125855e-02
2.000000000000000000e+03,-1.851851851851853484e-02
